Return.Year,Conservation.Unit,Sub.Population,Tributary.Deme,WSP.2014.Data.Use.Categories,Total.Return,Total.Spawners,Natural.Returns
2001,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,4.466997479,4.466997479,4.466997479
2002,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2003,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2004,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2005,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,11,11,11
2006,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,1,1,1
2007,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,7,7,7
2008,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2009,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,1,1,1
2010,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2011,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2012,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2013,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,8.4,8.4,8.4
2014,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,2.879630612,2.879630612,2.879630612
2015,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2016,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,2.865690532,2.865690532,2.865690532
2017,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2018,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2019,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,0,0,0
2020,South_Thompson,Shuswap Lake Tributaries,Onyx Cr,yellow,3,3,3
1998,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,24,24,24
1999,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,1.441758278,1.441758278,1.441758278
2000,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2001,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2002,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2003,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,1,1,1
2004,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2005,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,1,1,1
2006,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,1,1,1
2007,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2008,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2009,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2010,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2011,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,2,2,2
2012,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,7,7,7
2013,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2014,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,5.759261223,5.759261223,5.759261223
2015,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2016,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,5.62962963,5.62962963,5.62962963
2017,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2018,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,8.319529646,8.319529646,8.319529646
2019,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
2020,South_Thompson,Shuswap Lake Tributaries,Owlhead Cr,yellow,0,0,0
1998,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,10.88896262,10.88896262,10.88896262
1999,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,8.786010034,8.786010034,8.786010034
2000,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,5.516419728,5.516419728,5.516419728
2001,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,80,80,80
2002,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,40,40,40
2003,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,8,8,8
2004,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,16,16,16
2005,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,6,6,6
2006,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,5,5,5
2007,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,30,30,30
2008,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,12.5,12.5,12.5
2009,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,0,0,0
2010,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,13,13,13
2011,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,0,0,0
2012,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,7.866666667,7.866666667,7.866666667
2013,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,8.333333333,8.333333333,8.333333333
2014,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,2.5,2.5,2.5
2015,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,0.01,0.01,0.01
2016,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,0,0,0
2017,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,2.131321095,2.131321095,2.131321095
2018,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,0,0,0
2019,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,2.5,2.5,2.5
2020,South_Thompson,Shuswap Lake Tributaries,Perry R,yellow,0,0,0
1998,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,94,80,43.02638931
1999,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,109,83,72.73477831
2000,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,58,58,0
2001,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,262,158,0
2002,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,230,123,0
2003,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,27,18,27
2004,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,671,482,306.1879131
2005,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,376,231,124.3824453
2006,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,11,11,10.76563049
2007,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,1068,919,471.3969216
2008,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,831,655,512.4941502
2009,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,33,24,16.32051281
2010,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,1269,1129,693.8353399
2011,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,859,720,0
2012,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,159,121,91.95835447
2013,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,4213.2,4153.2,3198.352166
2014,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,603.7592612,539.7592612,445.4020856
2015,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,157.4074074,90.40740741,13.85009078
2016,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,1362.925524,1362.925524,971.6052701
2017,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,706,596,178.031916
2018,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,483.3,361.3,288.6242621
2019,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,1333,1271,1333
2020,South_Thompson,Shuswap Lake Tributaries,Salmon R,green,719.2222222,560.2222222,327.8107881
1998,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,19,19,19
1999,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,15,15,15
2000,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,10,10,10
2001,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,34,34,34
2002,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,33,33,33
2003,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,21,21,21
2004,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,78,78,78
2005,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,19,19,19
2006,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,0,0,0
2007,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,34,34,34
2008,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,18,18,18
2009,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,16,16,16
2010,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,79,79,79
2011,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,37,37,37
2012,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,58.6,58.6,58.6
2013,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,16.4,16.4,16.4
2014,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,53.89755011,53.89755011,53.89755011
2015,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,13.18518519,13.18518519,13.18518519
2016,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,5.731381063,5.731381063,5.731381063
2017,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,53.77777778,53.77777778,53.77777778
2018,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,5.546353097,5.546353097,5.546353097
2019,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,14.96296296,14.96296296,14.96296296
2020,South_Thompson,Shuswap Lake Tributaries,Scotch Cr,green,10.74074074,10.74074074,10.74074074
1998,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,119.3604896,119.3604896,119.3604896
1999,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,96.30875741,96.30875741,96.30875741
2000,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,60.46880521,60.46880521,60.46880521
2001,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,422,422,422
2002,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,294,294,294
2003,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,60,60,60
2004,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,1220,1220,1220
2005,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,191,191,191
2006,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,59,59,59
2007,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,260,260,260
2008,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,44,44,44
2009,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,0,0,0
2010,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,84,84,84
2011,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,31,31,31
2012,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,98.2,98.2,98.2
2013,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,50.4,50.4,50.4
2014,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,42.22222222,42.22222222,42.22222222
2015,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,80.66666667,80.66666667,80.66666667
2016,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,234.6666667,234.6666667,234.6666667
2017,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,0,0,0
2018,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,280.6666667,280.6666667,280.6666667
2019,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,99,99,99
2020,South_Thompson,Shuswap Lake Tributaries,Senn Cr,yellow,184.4,184.4,184.4
1998,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,30,30,30
1999,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,24,24,24
2000,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,15,15,15
2001,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,64,64,64
2002,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,149,149,149
2003,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,19,19,19
2004,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,73,73,73
2005,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,57,57,57
2006,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,45,45,45
2007,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,5,5,5
2008,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,48,48,48
2009,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,5,5,5
2010,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,5,5,5
2011,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,33,33,33
2012,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,140,140,140
2013,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,32.26666667,32.26666667,32.26666667
2014,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,16,16,16
2015,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,0,0,0
2016,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,0,0,0
2017,South_Thompson,Shuswap Lake Tributaries,Seymour R,green,0,0,0
1998,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,9,9,9
1999,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,7,7,7
2000,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,4,4,4
2001,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,25,25,25
2002,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,0.01,0.01,0.01
2003,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,22.5,22.5,22.5
2004,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,30,30,30
2005,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,5,5,5
2006,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,4,4,4
2007,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,17,17,17
2008,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,0,0,0
2009,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,27,27,27
2010,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,26,26,26
2011,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,9,9,9
2012,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,18,18,18
2013,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,24,24,24
2014,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,0,0,0
2015,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,13.60759892,13.60759892,13.60759892
2016,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,19.62962963,19.62962963,19.62962963
2017,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,0,0,0
2018,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,2.773176549,2.773176549,2.773176549
2019,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,0,0,0
2020,South_Thompson,Shuswap Lake Tributaries,South Pass Cr,yellow,7.851851852,7.851851852,7.851851852
1998,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,3,3,3
1999,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,3,3,3
2000,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,2,2,2
2001,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,27.78167363,27.78167363,27.78167363
2002,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,8,8,8
2003,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,9,9,9
2004,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,0,0,0
2005,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,0,0,0
2006,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,3,3,3
2007,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,0,0,0
2008,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,8,8,8
2009,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,0,0,0
2010,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,4,4,4
2011,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,9,9,9
2012,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,0,0,0
2013,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,17.13333333,17.13333333,17.13333333
2014,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,17.44617669,17.44617669,17.44617669
2015,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,21.11111111,21.11111111,21.11111111
2016,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,27.18518519,27.18518519,27.18518519
2017,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,27.33482864,27.33482864,27.33482864
2018,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,8.319529646,8.319529646,8.319529646
2019,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,14,14,14
2020,South_Thompson,Shuswap Lake Tributaries,Tappen Cr,green,28,28,28
1998,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,3.003526678,3.003526678,3.003526678
1999,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,2.423464609,2.423464609,2.423464609
2000,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,1.521606273,1.521606273,1.521606273
2001,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,25,25,25
2002,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,5.2,5.2,5.2
2003,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,6,6,6
2004,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,9,9,9
2005,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,2.6,2.6,2.6
2006,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,0,0,0
2007,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,6,6,6
2008,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,5,5,5
2009,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,2,2,2
2010,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,10,10,10
2011,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,0,0,0
2012,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,0,0,0
2013,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,0,0,0
2014,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,6.161841128,6.161841128,6.161841128
2015,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,0,0,0
2016,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,5.731381063,5.731381063,5.731381063
2017,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,0,0,0
2018,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,0,0,0
2019,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,0,0,0
2020,South_Thompson,Shuswap Lake Tributaries,Wright Cr,yellow,0,0,0
1998,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,4.239890337,4.239890337,4.239890337
1999,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,3.421053076,3.421053076,3.421053076
2000,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,2.147956195,2.147956195,2.147956195
2001,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,12.76992528,12.76992528,12.76992528
2002,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,5,5,5
2003,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,3,3,3
2004,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,15,15,15
2005,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,2,2,2
2006,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,2,2,2
2007,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,0,0,0
2008,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,13,13,13
2009,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,0,0,0
2010,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,8,8,8
2011,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,4,4,4
2012,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,26.53333333,26.53333333,26.53333333
2013,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,4.970618641,4.970618641,4.970618641
2014,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,0,0,0
2015,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,0,0,0
2016,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,2.865690532,2.865690532,2.865690532
2017,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,0,0,0
2018,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,5.546353097,5.546353097,5.546353097
2019,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,0,0,0
2020,South_Thompson,Shuswap Lake Tributaries,Yard Cr,yellow,0,0,0
